,0,1,166,332,498,664,830,996,1162,1328,1494,1660,1826,1992
D0_x,452.605,452.59,458.759,462.697,462.148,460.688,460.45,457.043,461.612,461.561,458.917,458.317,457.328,458.622
D0_y,197.709,197.761,199.533,199.152,199.165,199.891,199.622,196.722,191.796,193.178,194.762,195.066,196.762,203.439
D1_x,415.755,418.948,424.619,426.845,425.545,421.454,415.085,413.979,414.047,412.779,413.07,413.165,412.233,404.736
D1_y,259.138,257.917,259.177,265.219,267.446,261.8,258.57,255.814,257.208,252.673,249.71,252.357,255.164,265.079
D2_x,242.177,242.182,244.213,238.478,241.55,235.251,234.467,230.318,221.526,205.745,205.381,202.544,202.206,191.018
D2_y,241.77,241.761,237.648,238.27,236.689,236.59,203.775,233.53,258.831,247.125,243.509,243.537,238.165,232.723
D3_x,251.68,252.525,248.22,250.003,253.807,254.761,254.623,255.305,258.162,257.933,258.68,259.07,258.599,258.52
D3_y,460.868,460.887,459.781,454.298,455.108,456.299,456.782,455.788,456.829,455.792,459.911,462.228,464.042,464.306
D4_x,481.745,482.192,482.194,482.194,482.194,482.194,482.194,482.194,482.194,482.194,482.194,482.194,482.194,482.194
D4_y,466.509,469.901,469.915,469.915,469.915,469.915,469.915,469.915,469.915,469.915,469.915,469.915,469.915,469.915
D5_x,408.808,408.339,405.461,405.461,405.461,405.461,405.461,405.461,405.461,405.461,405.461,405.461,405.461,405.461
D5_y,481.17,481.025,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62,480.62
D6_x,141.661,143.79,144.266,150.254,143.121,148.824,141.994,125.563,107.132,107.469,112.588,118.918,124.214,126.798
D6_y,218.292,221.319,225.188,230.173,217.274,220.967,207.295,215.732,214.072,223.893,225.975,231.992,232.525,227.873
D7_x,394.907,403.129,405.699,403.941,401.761,401.037,401.037,398.334,398.026,391.587,386.836,395.483,395.483,395.245
D7_y,145.896,144.448,142.165,142.022,143.06,144.384,144.384,144.831,140.357,138.458,128.681,125.352,125.352,125.854
D8_x,475.55,475.529,481.583,485.139,484.475,484.475,484.475,484.475,483.832,483.832,483.832,483.832,482.471,487.365
D8_y,158.099,158.194,156.811,159.785,160.557,160.557,160.557,160.557,160.467,160.467,160.467,160.467,159.769,151.626
D9_x,204.494,205.125,213.864,225.147,224.916,227.731,228.787,229.731,233.503,235.221,234.249,233.131,233.131,233.131
D9_y,440.046,438.961,441.623,446.68,451.864,450.908,449.379,448.995,451.156,450.857,449.492,449.119,449.119,449.119
D10_x,88.7057,92.9348,99.7762,102.064,105.957,117.718,134.764,117.127,118.336,128.555,142.191,145.67,150.01,151.076
D10_y,212.571,219.49,226.582,227.75,223.292,210.772,229.655,244.894,243.545,241.383,240.202,236.498,234.914,234.416
D11_x,476.719,477.998,480.24,480.24,480.412,480.116,474.886,476.16,483.094,484.727,484.699,484.699,484.699,484.699
D11_y,28.3441,21.4366,20.2743,20.2742,19.9707,18.8706,19.9181,19.7369,21.0424,20.2253,20.0579,20.0578,20.0576,20.0576
D12_x,304.148,304.244,307.08,306.562,306.562,306.703,306.844,307.126,307.033,307.033,301.345,296.337,295.049,294.439
D12_y,442.751,442.729,440.206,439.637,439.637,439.787,439.37,437.745,436.941,436.941,439.503,440.707,440.88,440.434
D13_x,103.284,101.869,103.519,103.96,103.821,103.883,103.883,106.137,107.759,106.201,107.051,105.174,86.957,75.4959
D13_y,8.78683,10.5694,11.5911,11.8846,12.057,12.1133,12.1133,12.7144,8.15759,18.2117,37.6596,33.3459,38.5681,47.4563
D14_x,242.178,242.476,253.748,257.152,246.373,243.855,237.387,228.778,222.969,225.238,212.342,205.566,198.556,192.745
D14_y,166.72,169.592,187.973,182.549,164.026,166.134,171.976,170.771,172.387,183.559,182.552,183.116,183.864,177.823
D15_x,418.295,420.342,434.851,434.243,432.378,432.517,433.474,436.755,443.699,448.888,449.471,448.338,451.858,455.928
D15_y,167.396,164.832,167.231,168.732,169.638,170.865,171.858,170.458,164.23,165.084,165.701,168.446,175.105,181.266
D16_x,334.945,333.24,332.144,332.021,332.021,331.779,331.771,331.297,331.201,331.201,331.201,331.201,330.847,330.764
D16_y,454.323,454.171,453.355,453.245,453.245,453.698,453.5,452.342,452.015,452.015,452.015,452.015,452.987,453.247
D17_x,83.552,83.6932,90.2078,98.7109,114.739,116.834,107.233,114.355,111.742,111.639,107.79,109.233,108.778,109.335
D17_y,171.614,172.126,163.559,161.69,169.033,166.705,164.544,174.293,160.358,147.371,146.729,153.808,157.754,164.135
D18_x,344.374,341.546,340.084,339.373,339.378,340.041,337.761,330.632,330.954,334.899,326.446,337.473,337.953,339.845
D18_y,319.857,316.6,315.702,316.016,315.591,314.051,309.653,315.906,320.283,320.98,320.205,320.162,317.244,314.542
D19_x,101.376,99.8587,105.529,104.528,109.502,95.0783,84.4145,84.8607,87.863,92.5049,101.324,97.9517,94.3094,87.3561
D19_y,286.682,284.349,276.924,276.064,269.876,295.93,306.602,307.796,306.984,305.311,300.656,306.506,310.296,314.689
D20_x,403.218,399.816,398.72,398.72,398.72,398.72,397.957,396.441,396.037,396.037,396.934,403.147,407.066,406.565
D20_y,398.873,397.847,397.436,397.436,397.436,397.436,396.06,395.422,395.201,395.201,395.231,395.522,396.57,408.603
D21_x,369.536,369.523,367.611,365.291,364.532,364.933,364.111,363.616,362.527,362.084,370.905,369.768,367.172,362.629
D21_y,320.906,320.904,320.965,317.064,317.822,316.567,316.518,320.003,317.755,309.754,307.588,302.97,302.272,303.144
D22_x,71.4405,71.0583,68.5784,68.5784,76.2668,57.8366,68.6531,68.7849,76.5512,81.068,79.3289,87.0882,88.7044,92.8283
D22_y,287.534,286.898,281.685,281.685,280.936,279.836,281.5,281.577,285.88,280.157,284.898,284.864,287.217,298.641
D23_x,472.24,472.24,472.325,472.325,472.325,472.325,472.325,472.325,472.325,472.325,472.325,472.325,472.325,472.325
D23_y,435.091,435.091,435.378,435.378,435.378,435.378,435.378,435.378,435.378,435.378,435.378,435.378,435.378,435.378
D24_x,108.016,104.191,93.3099,81.8563,82.1862,82.2281,82.2663,82.2663,80.7169,80.7461,80.7461,80.7461,82.1972,81.7914
D24_y,385.31,387.558,396.02,405.504,404.889,407.135,407.862,407.862,409.935,409.928,409.928,409.928,409.817,412.601
D25_x,472.34,473.153,472.481,472.481,472.481,472.009,472.52,473.164,473.17,473.17,473.17,473.215,473.264,473.264
D25_y,326.238,327.491,328.567,328.567,328.567,328.265,328.723,331.52,331.527,331.528,331.528,331.517,331.494,331.494
D26_x,163.485,161.253,157.682,160.816,162.217,169.392,167.602,170.707,167.83,164.709,151.319,160.582,169.672,169.934
D26_y,107.556,109.225,106.119,109.251,111.708,101.552,90.8768,94.4756,96.2144,88.4665,116.271,133.004,139.834,148.332
D27_x,163.411,165.151,167.373,184.828,174.615,206.895,213.29,212.673,208.568,210.538,208.969,207.357,201.984,204.631
D27_y,346.374,346.194,347.143,327.973,316.262,316.497,331.523,325.881,310.805,304.12,298.362,306.543,307.435,309.053
D28_x,378.177,375.306,372.693,371.694,371.225,372.304,370.996,378.863,380.778,384.662,390.41,390.667,389.341,392.638
D28_y,246.99,246.348,250.73,250.177,248.538,248.82,249.899,256.672,260.086,268.512,270.188,270.754,271.87,281.68
D29_x,85.0181,83.0688,84.6365,85.0683,81.6427,115.093,86.7995,83.5151,74.4978,80.34,79.3422,85.1182,99.5273,110.416
D29_y,259.198,259.119,254.723,254.459,254.09,257.735,245.049,245.476,237.508,241.441,248.592,243.292,250.739,250.111
D30_x,46.0103,45.3411,41.5815,34.1981,34.2671,34.9108,33.9515,30.6567,30.1916,19.5732,15.2651,13.0061,11.7538,11.7538
D30_y,173.295,171.022,166.238,159.883,160.251,160.581,167.345,169.792,169.564,167.94,169.489,167.55,168.613,168.613
D31_x,195.658,197.463,201.876,216.099,201.126,203.962,205.17,205.972,206.486,203.807,203.326,203.861,203.861,203.861
D31_y,435.319,435.917,432.15,429.982,429.526,435.331,434.739,436.461,434.497,437.047,434.206,433.349,433.349,433.349
D32_x,225.038,225.094,231.195,233.987,232.502,232.705,252.565,234.661,228.491,225.901,223.936,201.537,205.25,203.167
D32_y,246.353,246.331,249.962,254.929,255.762,256.63,260.714,279.687,291.221,296.824,294.598,294.957,296.944,300.364
D33_x,13.605,18.9627,18.9769,18.4929,18.3741,18.3711,18.2787,18.3048,21.3267,22.1016,17.13,13.4472,11.9048,11.9048
D33_y,165.696,164.779,164.844,161.058,160.154,160.109,159.97,159.659,160.792,161.562,161.152,157.81,152.929,152.929
