,0,1,83,166,249,332,415,498,581,664,747,830,913,996
D0_x,456.373,456.139,456.038,456.038,456.078,456.269,456.269,456.269,456.269,456.269,456.269,456.269,456.269,456.269
D0_y,184.725,186.946,187.355,187.355,187.165,187.138,187.138,187.138,187.138,187.138,187.138,187.138,187.138,187.138
D1_x,473.597,473.299,471.916,471.916,471.916,471.916,471.916,471.916,471.916,471.916,471.876,471.857,471.277,471.277
D1_y,396.962,397.053,395.811,395.811,395.811,395.811,395.811,395.811,395.811,395.811,395.842,395.841,395.683,395.683
D2_x,42.3428,41.4017,46.6812,46.6812,46.7418,46.6768,46.6768,46.6768,46.3668,46.3668,46.3668,46.3668,46.3668,46.3668
D2_y,331.724,331.884,336.078,336.078,336.035,336.263,336.263,336.263,336.235,336.235,336.235,336.235,336.235,336.235
D3_x,85.3235,85.0217,83.5064,83.5064,83.5064,83.5064,83.5064,83.5064,83.5005,83.6479,83.6567,83.8791,83.8791,83.8791
D3_y,264.602,264.147,262.382,262.382,262.382,262.382,262.382,262.382,262.371,262.127,262.206,261.962,261.962,261.962
D4_x,348.689,346.897,347.044,347.044,347.044,347.06,347.732,347.732,347.732,347.732,347.73,347.729,347.727,347.726
D4_y,150.212,150.721,150.698,150.698,150.698,150.192,150.053,150.053,150.053,150.053,150.055,150.056,150.058,150.059
D5_x,436.501,436.604,436.604,436.604,436.228,436.22,436.22,436.22,436.22,436.22,436.22,436.22,436.22,436.22
D5_y,224.126,224.147,224.147,224.147,224.058,224.087,224.087,224.087,224.087,224.087,224.087,224.087,224.087,224.087
D6_x,401.203,401.286,401.341,401.341,401.341,401.11,401.11,401.11,401.11,401.11,401.11,401.11,401.11,401.11
D6_y,174.049,174.025,174.169,174.169,174.169,174.378,174.378,174.378,174.378,174.378,174.378,174.378,174.378,174.378
D7_x,171.836,171.836,171.992,171.992,171.992,172.014,171.845,171.79,171.642,171.642,171.642,171.484,171.029,170.848
D7_y,99.8876,99.8876,99.5044,99.5044,99.5044,99.5708,99.1643,99.2068,99.0513,99.0513,99.0513,99.1694,99.1209,98.806
D8_x,348.405,348.08,348.08,348.08,348.08,348.08,348.08,348.08,348.08,348.08,348.079,348.041,348.078,348.078
D8_y,434.974,435.007,435.007,435.007,435.007,435.007,435.007,435.007,435.007,435.007,435.006,434.981,434.606,434.606
D9_x,67.92,68.5527,70.4821,70.4722,70.6978,70.7181,70.7181,70.7181,70.7181,70.4484,70.4602,70.2947,70.2947,70.2947
D9_y,273.769,276.506,278.74,278.741,278.677,278.655,278.655,278.655,278.655,278.558,278.574,278.733,278.733,278.733
D10_x,415.858,420.085,421.966,422.216,422.146,422.146,422.146,422.146,422.146,422.338,422.346,422.346,422.346,422.346
D10_y,268.215,271.346,273.457,273.485,273.638,273.638,273.638,273.638,273.638,273.491,273.442,273.442,273.442,273.442
D11_x,298.177,297.649,303.708,303.709,303.709,303.709,303.709,303.709,303.709,304.062,304.062,304.062,304.062,304.062
D11_y,322.671,318.641,320.537,320.537,320.537,320.537,320.537,320.537,320.537,320.636,320.636,320.636,320.636,320.636
D12_x,460.328,463.707,462.571,462.571,462.571,462.571,462.571,462.571,462.571,462.571,462.571,462.571,462.571,462.571
D12_y,467.54,466.406,471.219,471.219,471.219,471.219,471.219,471.219,471.219,471.219,471.219,471.219,471.219,471.219
D13_x,239.832,243.765,243.765,243.765,243.765,243.765,243.765,243.723,243.774,243.48,243.457,243.995,243.995,243.995
D13_y,50.7096,47.475,47.475,47.475,47.475,47.475,47.475,47.6699,47.6382,47.3247,47.6322,47.8329,47.8329,47.8329
D14_x,206.479,206.041,204.321,204.321,204.321,204.321,204.321,204.052,203.849,203.849,203.523,202.796,202.821,202.801
D14_y,35.6457,35.8405,37.7058,37.7058,37.7058,37.7058,37.7057,37.5417,37.4062,37.4062,37.3144,36.947,36.7865,36.7907
D15_x,461.739,461.449,461.125,461.125,461.398,461.398,461.398,461.398,461.398,461.398,461.398,461.398,461.398,461.398
D15_y,255.166,257.186,257.777,257.777,258.34,258.34,258.34,258.34,258.34,258.34,258.34,258.34,258.34,258.34
D16_x,365.466,365.946,365.946,365.946,365.946,365.946,365.946,365.946,365.946,365.946,366.255,366.091,366.079,366.079
D16_y,423.757,425.667,425.668,425.668,425.668,425.668,425.668,425.668,425.668,425.668,425.516,425.428,425.347,425.347
D17_x,373.937,370.607,369.9,369.9,369.9,369.922,370.164,370.164,370.164,370.164,370.164,370.164,370.164,370.164
D17_y,105.056,104.459,100.824,100.824,100.824,100.719,100.321,100.321,100.321,100.321,100.321,100.321,100.321,100.321
D18_x,292.199,292.199,292.199,292.199,292.199,292.199,292.074,291.819,291.998,291.998,291.998,291.998,291.998,291.998
D18_y,153.002,153.002,153.002,153.002,153.002,153.002,153.161,153.553,153.324,153.324,153.324,153.324,153.324,153.324
D19_x,464.424,467.616,467.614,467.614,467.614,467.614,467.614,467.614,467.614,467.614,467.614,467.614,467.614,467.614
D19_y,160.692,159.595,159.585,159.585,159.585,159.585,159.585,159.585,159.585,159.585,159.585,159.585,159.585,159.585
D20_x,299.856,301.016,301.093,301.093,301.093,301.093,300.87,300.955,301.421,301.619,301.619,301.619,301.619,301.619
D20_y,75.4072,75.6334,75.6495,75.6495,75.6495,75.6495,75.6292,75.7754,75.2366,75.2378,75.2378,75.2378,75.2378,75.2378
D21_x,204.95,205.42,199.79,199.79,199.79,199.79,199.79,199.79,199.79,199.79,199.79,199.79,199.75,199.572
D21_y,409.121,413.115,421.169,421.169,421.169,421.169,421.169,421.169,421.169,421.169,421.169,421.169,421.188,421.42
D22_x,15.5794,12.2637,6.37853,6.69015,6.48994,6.48994,6.48994,6.48994,6.48994,6.48994,6.15995,6.15995,6.15995,6.15995
D22_y,231.265,235.264,235.04,234.956,235.106,235.106,235.106,235.106,235.106,235.106,235.131,235.131,235.131,235.131
D23_x,401.855,397.916,398.29,398.29,398.29,398.29,398.29,398.29,398.29,398.29,398.048,397.867,397.867,397.867
D23_y,411.627,411.52,413.371,413.371,413.371,413.371,413.371,413.371,413.371,413.371,413.523,413.403,413.403,413.403
D24_x,469.152,467.96,466.462,466.462,466.462,466.462,466.462,466.462,466.462,466.462,466.663,466.663,466.663,466.663
D24_y,311.379,306.631,307.129,307.129,307.129,307.129,307.129,307.129,307.129,307.129,306.84,306.84,306.84,306.84
