full_trajectory_uncertainty,id_0,id_1,id_2,id_3,x0,y0,x1,y1,x2,y2,x3,y3,p0_1,p1_2,p2_3,p0-2,p0-3,p1-3,nr_cells0,nr_cells1,nr_cells2,nr_cells3
0.672,1794,1794,1794,1794,136.59,18.052,139.134,17.006,146.118,18.612,138.777,18.001,0.67,0.729,0.617,0.7,0.672,0.673,0,0,0,0
0.713,1795,1795,1795,1795,227.227,136.393,240.61,125.233,238.582,110.934,251.186,108.722,0.706,0.701,0.731,0.704,0.713,0.716,1,1,1,1
0.671,1796,1796,1796,1796,232.543,72.514,232.714,72.542,233.892,62.406,224.731,45.14,0.678,0.635,0.7,0.656,0.671,0.668,0,0,0,0
0.663,1797,1797,1797,1797,317.99,256.669,319.466,246.003,309.611,245.421,299.996,248.906,0.658,0.572,0.759,0.615,0.663,0.666,0,0,0,0
0.629,1798,1798,1798,1798,348.879,96.047,348.575,97.655,352.937,106.486,347.253,111.539,0.654,0.499,0.734,0.577,0.629,0.617,0,0,0,0
0.53,1799,1799,1799,1799,328.846,164.453,334.288,168.401,334.782,164.071,335.81,153.915,0.417,0.647,0.524,0.532,0.53,0.586,0,0,0,0
0.557,1800,1800,1800,1800,459.488,340.165,458.917,342.143,458.584,343.488,458.585,343.621,0.579,0.407,0.684,0.493,0.557,0.545,0,0,0,0
0.793,1801,1801,1801,1801,24.088,24.848,24.088,24.848,24.088,24.848,24.088,24.848,0.842,0.767,0.769,0.804,0.793,0.768,2,2,2,2
0.615,1802,1802,1802,1802,364.351,443.918,363.554,442.475,363.429,442.282,363.429,442.282,0.855,0.492,0.498,0.673,0.615,0.495,0,0,0,0
0.693,1803,1803,1803,1803,357.872,281.975,352.304,283.473,341.685,285.017,345.617,278.634,0.556,0.657,0.867,0.606,0.693,0.762,0,0,0,0
0.778,1804,1804,1804,1804,454.26,446.134,454.26,446.134,454.26,446.134,454.26,446.134,0.803,0.843,0.688,0.823,0.778,0.766,2,2,2,2
0.818,1805,1805,1805,1805,179.134,87.362,186.993,76.011,189.194,79.767,205.852,64.834,0.864,0.861,0.73,0.862,0.818,0.795,0,0,0,0
0.696,1806,1806,1806,1806,104.838,299.997,102.74,309.619,110.12,308.829,127.682,320.145,0.703,0.585,0.8,0.644,0.696,0.692,0,0,0,0
0.744,1807,1807,1807,1807,374.148,119.676,374.592,126.752,373.214,129.489,386.008,126.005,0.774,0.849,0.608,0.811,0.744,0.728,0,0,0,0
0.654,1808,1808,1808,1808,374.652,98.341,373.998,99.421,369.644,90.358,371.154,76.696,0.715,0.617,0.629,0.666,0.654,0.623,0,0,0,0
0.734,1809,1809,1809,1809,262.725,295.817,273.834,307.207,272.922,310.501,270.785,313.406,0.679,0.762,0.761,0.721,0.734,0.762,0,0,0,0
0.706,1810,1810,1810,1810,389.645,476.967,389.645,476.967,389.645,476.967,389.645,476.967,0.826,0.681,0.61,0.754,0.706,0.646,0,0,0,0
0.823,1811,1811,1811,1811,317.912,206.512,329.734,206.057,329.987,198.605,324.269,195.024,0.755,0.842,0.873,0.799,0.823,0.857,0,0,0,0
0.757,1812,1812,1812,1812,47.781,368.635,45.205,379.388,43.409,379.051,43.977,378.65,0.704,0.8,0.767,0.752,0.757,0.784,0,0,0,0
0.867,1813,1813,1813,1813,266.096,441.199,266.466,440.911,263.346,441.19,261.833,439.535,0.826,0.889,0.886,0.857,0.867,0.887,0,0,0,0
0.739,1814,1814,1814,1814,215.085,60.361,216.899,55.191,218.273,48.823,219.766,41.896,0.74,0.71,0.767,0.725,0.739,0.739,2,2,2,2
0.721,1815,1815,1815,1815,51.297,182.572,49.101,188.641,49.76,188.091,53.164,188.418,0.794,0.704,0.664,0.749,0.721,0.684,0,0,0,0
0.717,1816,1816,1816,1816,269.621,384.368,272.296,385.681,268.304,388.418,264.984,391.85,0.58,0.844,0.727,0.712,0.717,0.786,1,1,1,1
0.833,1817,1817,1817,1817,290.352,263.865,294.009,255.761,289.602,259.32,288.098,261.203,0.779,0.823,0.896,0.801,0.833,0.86,0,0,0,0
0.684,1818,1818,1818,1818,81.126,223.697,86.102,229.15,80.252,239.516,87.109,252.317,0.727,0.707,0.618,0.717,0.684,0.662,0,0,0,0
0.59,1819,1819,1819,1819,382.945,181.941,375.097,184.878,359.994,192.639,358.789,193.159,0.465,0.624,0.68,0.544,0.59,0.652,0,0,0,0
0.644,1820,1820,1820,1820,148.629,177.177,156.328,178.705,127.514,150.477,117.3,147.458,0.719,0.523,0.69,0.621,0.644,0.607,0,0,0,0
0.723,1821,1821,1821,1821,191.774,312.378,183.369,309.473,180.127,312.125,172.601,307.34,0.774,0.695,0.701,0.735,0.723,0.698,0,0,0,0
0.666,1822,1822,1822,1822,38.217,151.865,37.807,151.057,38.127,151.154,40.614,148.119,0.703,0.731,0.564,0.717,0.666,0.647,0,0,0,0
0.649,1823,1823,1823,1823,238.902,293.792,247.166,303.722,243.835,322.42,242.72,344.43,0.696,0.558,0.693,0.627,0.649,0.626,0,0,0,0
0.627,1824,1824,1824,1824,405.011,397.834,403.457,397.273,403.214,397.156,403.233,397.165,0.611,0.609,0.662,0.61,0.627,0.635,0,0,0,0
0.775,1825,1825,1825,1825,273.567,29.463,273.567,29.463,273.767,29.75,277.083,31.632,0.797,0.764,0.764,0.781,0.775,0.764,1,1,1,1
0.741,1827,1827,1827,1827,150.237,474.81,142.726,479.129,142.229,479.611,142.467,479.16,0.692,0.795,0.737,0.743,0.741,0.766,1,1,1,1
0.747,1829,1829,1829,1829,256.706,422.28,258.001,421.384,258.604,420.288,261.892,412.745,0.78,0.788,0.672,0.784,0.747,0.73,0,0,0,0
0.718,1830,1830,1830,1830,99.874,156.117,95.297,152.946,103.996,152.406,98.906,163.833,0.797,0.551,0.806,0.674,0.718,0.679,0,0,0,0
0.638,1831,1831,1831,1831,254.172,204.673,243.161,220.032,254.693,231.855,264.23,233.741,0.651,0.606,0.656,0.628,0.638,0.631,0,0,0,0
0.66,1832,1832,1832,1832,155.534,216.609,130.432,183.493,108.425,183.875,100.948,179.113,0.602,0.613,0.764,0.608,0.66,0.689,0,0,0,0
0.733,1833,1833,1833,1833,317.883,346.753,311.69,341.052,307.726,328.738,304.914,322.58,0.806,0.655,0.739,0.73,0.733,0.697,0,0,0,0
0.725,1834,1834,1834,1834,387.473,273.694,383.196,274.473,382.013,270.727,390.258,270.273,0.749,0.737,0.688,0.743,0.725,0.713,1,1,1,1
0.653,1835,1835,1835,1835,349.154,120.34,346.309,108.84,336.964,110.288,325.524,120.845,0.675,0.719,0.566,0.697,0.653,0.642,0,0,0,0
0.658,1836,1836,1836,1836,230.738,106.803,227.631,100.84,225.95,92.436,217.248,90.158,0.793,0.643,0.538,0.718,0.658,0.59,1,1,1,1
0.481,1837,1837,1837,1837,130.929,108.094,125.207,104.965,118.698,104.646,108.205,110.282,0.335,0.396,0.712,0.365,0.481,0.554,0,0,0,0
0.689,1838,1838,1838,1838,123.758,237.885,115.089,233.122,122.958,230.755,129.903,225.173,0.665,0.752,0.648,0.709,0.689,0.7,0,0,0,0
0.49,1839,1839,1839,5781,128.312,15.668,129.085,16.363,130.059,13.505,123.421,55.293,0.717,0.667,0.086,0.692,0.49,0.377,0,0,0,0
0.729,1841,1841,1841,1841,315.271,389.383,316.545,385.097,315.206,386.711,313.725,386.263,0.803,0.764,0.618,0.784,0.729,0.691,1,1,1,1
0.746,1842,1842,1842,1842,249.231,15.6,248.909,15.426,248.909,15.426,244.488,12.038,0.798,0.696,0.744,0.747,0.746,0.72,0,0,0,0
0.595,1843,1843,1843,1843,72.768,428.622,73.032,432.166,71.01,435.858,75.114,438.933,0.519,0.482,0.786,0.5,0.595,0.634,0,0,0,0
0.667,1844,1844,1844,1844,441.735,131.57,441.898,130.054,453.975,135.709,459.764,135.032,0.681,0.582,0.737,0.632,0.667,0.66,1,1,1,1
0.517,1845,3049,3049,3049,282.222,10.111,218.261,44.101,217.069,38.64,210.861,34.534,0.069,0.749,0.733,0.409,0.517,0.741,0,0,0,0
0.676,1846,1846,1846,1846,186.89,50.526,189.053,53.002,178.681,47.406,173.677,31.938,0.715,0.668,0.647,0.691,0.676,0.657,0,0,0,0
0.683,1847,1847,1847,1847,87.832,57.929,81.11,54.365,78.292,58.764,77.769,59.624,0.651,0.659,0.741,0.655,0.683,0.7,1,1,1,1
0.731,1848,1848,1848,1848,397.735,113.63,400.1,114.498,399.927,121.785,392.717,114.703,0.744,0.718,0.732,0.731,0.731,0.725,0,0,0,0
0.744,1849,1849,1849,1849,374.779,275.723,376.357,275.124,372.945,274.044,369.798,276.362,0.675,0.722,0.833,0.699,0.744,0.778,0,0,0,0
0.631,1850,1850,1850,1850,476.486,460.549,476.486,460.549,476.486,460.549,476.486,460.549,0.614,0.571,0.707,0.592,0.631,0.639,0,0,0,0
0.746,1851,1851,1851,1851,379.499,117.456,377.58,121.052,392.935,118.808,390.406,109.814,0.797,0.732,0.709,0.764,0.746,0.721,0,0,0,0
0.672,1852,1852,1852,1852,371.334,103.098,373.267,104.846,385.25,103.868,392.423,99.012,0.807,0.569,0.641,0.688,0.672,0.605,0,0,0,0
0.748,1853,1853,1853,1853,24.008,143.171,24.009,143.171,25.59,142.927,27.253,139.338,0.812,0.725,0.708,0.769,0.748,0.717,0,0,0,0
0.812,1854,1854,1854,1854,445.599,325.577,444.477,328.339,444.382,328.941,444.353,329.096,0.806,0.787,0.844,0.796,0.812,0.815,0,0,0,0
0.674,1855,1855,1855,1855,364.73,159.963,366.379,155.633,377.394,155.096,372.572,156.054,0.605,0.618,0.798,0.611,0.674,0.708,0,0,0,0
0.767,1856,1856,1856,1856,462.957,18.144,464.236,14.569,465.298,19.279,465.297,19.575,0.796,0.716,0.789,0.756,0.767,0.753,1,1,1,1
0.639,1857,1857,1857,1857,58.365,361.577,61.637,362.368,65.184,363.298,59.529,366.461,0.657,0.71,0.549,0.684,0.639,0.63,0,0,0,0
0.693,1858,1858,1858,1858,228.433,45.536,229.318,44.852,230.161,40.117,248.973,33.569,0.716,0.594,0.769,0.655,0.693,0.681,1,1,1,1
0.578,1860,1860,1860,1860,364.941,188.98,369.497,182.062,357.293,197.836,361.651,198.184,0.715,0.516,0.504,0.616,0.578,0.51,0,0,0,0
0.676,1862,1862,1862,1862,47.836,309.313,51.813,311.129,54.275,319.414,49.528,324.006,0.63,0.74,0.658,0.685,0.676,0.699,0,0,0,0
0.708,1863,1863,1863,1863,204.525,390.411,203.883,389.878,205.406,388.679,211.076,389.795,0.75,0.734,0.638,0.742,0.708,0.686,0,0,0,0
0.681,1864,1864,1864,1864,297.813,288.553,309.6,286.171,307.24,305.608,301.527,311.756,0.78,0.604,0.659,0.692,0.681,0.631,0,0,0,0
0.663,1865,1865,1865,1865,91.027,429.741,91.027,429.741,91.757,429.926,92.306,429.639,0.693,0.583,0.714,0.638,0.663,0.648,0,0,0,0
0.543,1866,1866,1866,1866,96.835,274.42,105.798,290.426,120.834,293.625,129.903,300.561,0.483,0.466,0.679,0.475,0.543,0.573,0,0,0,0
0.793,1867,1867,1867,1867,173.99,471.598,172.811,478.236,166.692,474.87,167.13,473.393,0.738,0.791,0.849,0.765,0.793,0.82,0,0,0,0
0.577,1868,1868,1868,1868,149.131,133.834,143.754,146.724,149.294,155.607,144.585,99.078,0.731,0.672,0.327,0.701,0.577,0.499,0,0,0,0
0.758,1869,1869,1869,1869,275.823,88.101,276.504,89.563,277.124,84.152,287.905,77.386,0.801,0.67,0.803,0.736,0.758,0.737,0,0,0,0
0.737,1871,1871,1871,1871,271.07,412.348,272.581,410.559,272.1,408.084,270.969,403.128,0.756,0.766,0.691,0.761,0.737,0.728,0,0,0,0
0.748,1872,1872,1872,1872,355.645,196.121,356.938,188.92,362.949,175.736,364.089,190.89,0.721,0.796,0.728,0.759,0.748,0.762,0,0,0,0
0.65,1873,1873,1873,1873,324.123,88.06,322.89,90.596,317.492,108.487,322.543,112.548,0.637,0.756,0.555,0.697,0.65,0.656,1,1,1,1
0.79,1874,1874,1874,1874,449.715,382.824,449.543,382.771,449.543,382.771,449.543,382.771,0.732,0.838,0.8,0.785,0.79,0.819,2,2,2,2
0.705,1875,1875,1875,1875,83.072,142.361,78.064,134.117,69.826,138.18,72.477,138.323,0.707,0.665,0.743,0.686,0.705,0.704,1,1,1,1
0.679,1876,1876,1876,1876,174.765,382.233,178.683,380.417,178.918,377.249,181.31,371.323,0.627,0.8,0.612,0.713,0.679,0.706,0,0,0,0
0.809,1877,1877,1877,1877,143.048,50.723,136.429,55.165,137.91,63.497,147.3,73.991,0.891,0.807,0.728,0.849,0.809,0.768,0,0,0,0
0.423,1878,1878,1878,1878,174.289,164.356,165.987,144.167,182.311,130.401,236.412,117.523,0.609,0.352,0.308,0.48,0.423,0.33,0,0,0,0
0.666,1880,1880,1880,1880,115.042,154.235,101.822,149.668,93.008,146.736,88.197,139.061,0.579,0.606,0.814,0.593,0.666,0.71,1,1,1,1
0.745,1881,1881,1881,1881,482.189,355.473,482.472,355.92,483.645,359.519,483.644,359.52,0.719,0.711,0.805,0.715,0.745,0.758,0,0,0,0
0.688,1882,1882,1882,1882,204.241,16.929,204.241,16.929,204.241,16.929,210.65,27.193,0.688,0.702,0.674,0.695,0.688,0.688,0,0,0,0
0.603,1883,1883,1883,1883,399.781,176.681,392.901,168.966,379.305,162.296,377.254,166.493,0.557,0.482,0.77,0.52,0.603,0.626,0,0,0,0
0.63,1884,1884,1884,1884,287.688,219.26,295.28,223.986,300.334,209.013,322.523,206.555,0.518,0.655,0.716,0.587,0.63,0.685,1,1,1,1
0.749,1885,1885,1885,1885,293.32,419.593,295.383,418.156,295.404,418.207,293.072,416.436,0.689,0.74,0.817,0.714,0.749,0.778,0,0,0,0
0.652,1886,1886,1886,1886,199.34,129.311,192.899,108.819,192.066,105.975,167.268,107.023,0.754,0.62,0.58,0.687,0.652,0.6,0,0,0,0
0.726,1887,1887,1887,1887,58.989,322.708,51.034,330.099,54.817,339.452,46.713,339.391,0.808,0.738,0.634,0.773,0.726,0.686,1,1,1,1
0.802,1888,1888,1888,1888,58.013,229.426,53.29,227.323,46.839,235.749,31.28,239.418,0.871,0.754,0.781,0.812,0.802,0.767,0,0,0,0
0.706,1889,1889,1889,1889,87.677,177.272,76.965,171.763,78.911,166.325,77.288,166.439,0.671,0.764,0.683,0.718,0.706,0.724,0,0,0,0
0.868,1890,1890,1890,1890,338.565,35.892,342.044,34.208,342.541,34.498,335.909,34.913,0.866,0.847,0.89,0.857,0.868,0.869,0,0,0,0
0.672,1891,1891,1891,1891,488.453,190.42,487.055,189.038,486.93,188.574,486.93,188.574,0.63,0.791,0.594,0.711,0.672,0.692,0,0,0,0
0.823,1892,1892,1892,1892,50.713,52.243,47.736,53.284,49.288,51.411,49.28,51.412,0.813,0.84,0.815,0.827,0.823,0.827,0,0,0,0
0.69,1893,1893,1893,1893,41.476,335.931,48.42,341.233,50.238,341.909,41.075,338.479,0.637,0.754,0.679,0.695,0.69,0.717,1,1,1,1
0.714,1894,1894,1894,1894,482.419,154.838,482.419,154.838,481.653,154.767,481.653,154.767,0.883,0.516,0.741,0.7,0.714,0.629,0,0,0,0
0.675,1895,1895,1895,1895,153.603,479.532,148.286,480.763,147.853,481.071,148.11,480.538,0.73,0.764,0.532,0.747,0.675,0.648,1,1,1,1
0.633,1896,1896,1896,1896,452.282,125.581,454.161,127.981,459.582,133.496,465.214,133.09,0.592,0.673,0.633,0.633,0.633,0.653,0,0,0,0
0.682,1897,1897,1897,1897,149.016,228.761,135.368,208.845,125.866,219.671,143.622,218.676,0.672,0.715,0.659,0.693,0.682,0.687,0,0,0,0
0.708,1898,1898,1898,1898,59.56,289.56,61.902,306.549,62.545,309.495,56.198,313.2,0.597,0.802,0.723,0.7,0.708,0.763,1,1,1,1
0.735,1899,1899,1899,1899,46.056,48.785,41.979,49.243,41.706,48.61,40.843,46.552,0.766,0.709,0.732,0.737,0.735,0.72,0,0,0,0
0.788,1900,1900,1900,1900,240.671,466.445,242.928,466.23,244.645,466.984,243.93,465.465,0.709,0.794,0.86,0.752,0.788,0.827,0,0,0,0
0.641,1901,1901,1901,1901,381.461,383.701,379.761,383.226,378.648,382.61,379.996,384.997,0.61,0.612,0.701,0.611,0.641,0.657,1,1,1,1
0.575,1902,1902,1902,1902,89.444,99.123,94.286,101.084,93.319,91.443,89.169,87.674,0.438,0.575,0.711,0.506,0.575,0.643,0,0,0,0
0.712,1903,1903,1903,1903,400.1,414.539,398.712,413.652,398.588,413.567,398.502,413.929,0.746,0.91,0.48,0.828,0.712,0.695,1,1,1,1
0.733,1904,1904,1904,1904,220.97,110.405,221.187,110.587,213.379,102.785,197.972,97.004,0.816,0.857,0.526,0.837,0.733,0.692,1,1,1,1
0.736,1905,1905,1905,1905,254.139,98.035,255.752,98.808,250.007,88.018,253.707,67.679,0.776,0.711,0.721,0.743,0.736,0.716,0,0,0,0
0.692,1906,1906,1906,1906,261.137,317.262,266.629,328.605,265.591,336.041,256.161,333.817,0.72,0.644,0.711,0.682,0.692,0.677,0,0,0,0
0.649,1907,1907,1907,1907,90.797,297.253,84.532,294.866,93.818,297.274,105.025,302.101,0.804,0.507,0.636,0.655,0.649,0.571,0,0,0,0
0.705,1908,1908,1908,1908,477.246,396.429,477.246,396.429,476.9,397.074,476.898,397.077,0.632,0.651,0.83,0.642,0.705,0.741,0,0,0,0
0.796,1909,1909,1909,1909,28.214,314.158,28.169,309.29,26.01,307.952,27.042,306.977,0.826,0.768,0.793,0.797,0.796,0.781,0,0,0,0
0.797,1910,1910,1910,1910,456.2,212.792,456.318,207.155,461.529,204.158,461.529,204.158,0.744,0.78,0.868,0.762,0.797,0.824,0,0,0,0
0.731,1911,1911,1911,1911,67.149,141.405,63.408,136.309,60.353,134.754,58.145,140.057,0.656,0.79,0.747,0.723,0.731,0.769,1,1,1,1
0.704,1912,1912,1912,1912,378.426,126.883,369.129,128.729,372.824,114.304,358.798,112.539,0.739,0.648,0.724,0.693,0.704,0.686,0,0,0,0
0.741,1913,1913,1913,1913,234.614,286.003,239.644,287.722,253.543,285.306,261.523,281.596,0.85,0.622,0.75,0.736,0.741,0.686,0,0,0,0
0.66,1914,1914,1914,1914,449.47,390.197,449.47,390.197,449.47,390.197,449.47,390.197,0.63,0.577,0.773,0.603,0.66,0.675,0,0,0,0
0.608,1915,1915,1915,1915,278.489,32.531,275.431,34.955,275.758,35.327,279.969,37.906,0.609,0.635,0.58,0.622,0.608,0.608,0,0,0,0
0.661,1916,1916,1916,1916,43.812,345.462,40.832,349.112,39.811,352.271,40.315,358.365,0.734,0.703,0.545,0.718,0.661,0.624,0,0,0,0
0.588,1917,1917,1917,1917,426.383,98.391,423.788,98.717,418.126,90.974,422.672,103.363,0.675,0.627,0.462,0.651,0.588,0.545,0,0,0,0
0.681,1918,1918,1918,1918,228.004,26.843,228.004,26.843,228.552,26.599,228.041,21.789,0.667,0.654,0.721,0.66,0.681,0.688,0,0,0,0
0.659,1919,1919,1919,1919,80.117,178.545,70.799,171.871,68.322,170.017,66.427,172.813,0.618,0.646,0.713,0.632,0.659,0.68,0,0,0,0
0.812,1920,1920,1920,1920,381.283,389.617,379.727,389.021,379.117,388.391,381.864,390.473,0.763,0.81,0.863,0.787,0.812,0.837,0,0,0,0
0.49,1921,1921,1921,1921,336.505,60.938,337.51,68.758,343.389,76.3,344.432,71.305,0.379,0.598,0.492,0.489,0.49,0.545,0,0,0,0
0.551,1922,1922,1922,1922,194.762,186.329,174.653,151.024,178.936,149.941,193.478,100.697,0.484,0.654,0.515,0.569,0.551,0.584,0,0,0,0
0.678,1923,1923,1923,1923,364.556,126.459,354.275,131.782,354.42,125.36,356.829,121.723,0.711,0.482,0.841,0.596,0.678,0.661,0,0,0,0
0.766,1924,1924,1924,1924,90.811,290.806,85.361,288.748,99.455,295.828,110.669,300.703,0.732,0.716,0.849,0.724,0.766,0.782,0,0,0,0
0.733,1925,1925,1925,1925,438.687,227.388,434.832,228.496,427.236,228.451,425.033,228.116,0.706,0.761,0.731,0.733,0.733,0.746,1,1,1,1
0.81,1927,1927,1927,1927,415.332,202.567,406.506,213.302,404.222,211.666,402.9,210.963,0.707,0.846,0.876,0.776,0.81,0.861,0,0,0,0
0.732,1928,1928,1928,1928,395.132,172.908,387.435,167.088,386.71,153.628,370.785,163.456,0.794,0.63,0.77,0.712,0.732,0.7,0,0,0,0
0.707,1929,1929,1929,1929,474.935,247.813,479.302,251.717,479.302,251.717,479.302,251.717,0.782,0.798,0.543,0.79,0.707,0.67,0,0,0,0
0.472,1930,1930,1930,1930,319.671,362.749,321.314,363.618,323.236,356.885,322.009,351.103,0.42,0.387,0.611,0.403,0.472,0.499,0,0,0,0
0.663,1931,1931,1931,1931,246.79,335.053,248.609,332.722,250.298,327.855,251.1,324.71,0.861,0.554,0.573,0.707,0.663,0.564,0,0,0,0
0.489,1932,1932,1932,1932,328.863,171.004,336.044,173.915,331.931,169.122,335.268,172.829,0.637,0.413,0.418,0.525,0.489,0.415,0,0,0,0
0.409,1933,1933,1933,1933,282.576,161.792,288.308,132.989,313.566,126.048,305.874,121.014,0.408,0.312,0.506,0.36,0.409,0.409,0,0,0,0
0.721,1934,1934,1934,1934,257.915,440.379,259.972,440.515,257.751,439.197,256.987,436.187,0.603,0.776,0.784,0.689,0.721,0.78,0,0,0,0
0.601,1935,1935,1935,1935,391.811,162.01,389.282,149.547,381.869,149.024,377.274,148.429,0.571,0.593,0.639,0.582,0.601,0.616,0,0,0,0
0.618,1936,1936,1936,1936,271.539,444.973,272.047,444.303,271.76,444.608,270.475,442.818,0.595,0.621,0.638,0.608,0.618,0.63,0,0,0,0
0.58,1937,1937,1937,1937,399.283,297.408,393.51,297.489,390.829,294.06,394.723,292.493,0.51,0.472,0.757,0.491,0.58,0.615,0,0,0,0
0.603,1938,1938,1938,1938,284.263,151.928,294.959,137.291,300.183,126.201,293.107,118.829,0.746,0.589,0.474,0.668,0.603,0.532,0,0,0,0
0.589,1939,1939,1939,1939,391.879,110.038,389.937,110.891,385.647,115.62,372.951,117.262,0.44,0.701,0.626,0.57,0.589,0.663,0,0,0,0
0.727,1940,1940,1940,1940,243.052,458.86,243.431,459.531,246.859,458.853,246.752,458.616,0.879,0.619,0.682,0.749,0.727,0.65,0,0,0,0
0.777,1941,1941,1941,1941,252.134,52.693,252.568,52.855,254.607,52.477,240.522,46.51,0.857,0.788,0.687,0.822,0.777,0.737,0,0,0,0
0.531,1942,1942,1942,1942,351.836,261.296,353.701,261.452,362.289,259.587,368.895,264.943,0.49,0.425,0.677,0.458,0.531,0.551,0,0,0,0
0.522,1943,1943,1943,1943,277.666,296.214,288.762,301.416,291.55,305.499,286.915,302.723,0.384,0.516,0.666,0.45,0.522,0.591,0,0,0,0
0.54,1944,1944,1944,1944,221.119,101.115,225.766,95.348,232.431,101.692,235.623,71.587,0.621,0.553,0.446,0.587,0.54,0.499,0,0,0,0
0.77,1947,1947,1947,1947,278.912,360.761,273.996,363.709,279.124,359.066,265.982,354.319,0.782,0.752,0.776,0.767,0.77,0.764,0,0,0,0
0.638,1948,1948,1948,1948,203.884,57.753,201.845,59.13,198.531,53.851,184.945,47.301,0.623,0.589,0.7,0.606,0.638,0.645,0,0,0,0
0.792,1949,1949,1949,1949,277.618,228.265,271.377,231.396,278.07,240.539,273.918,244.404,0.862,0.709,0.806,0.785,0.792,0.758,0,0,0,0
0.782,1950,1950,1950,1950,425.381,128.49,421.369,129.306,419.976,133.384,434.628,133.276,0.761,0.856,0.729,0.808,0.782,0.792,1,1,1,1
0.665,1951,1951,1951,1951,469.48,221.902,474.841,211.211,477.816,210.27,477.816,210.27,0.67,0.814,0.511,0.742,0.665,0.662,0,0,0,0
0.699,1952,1952,1952,1952,263.115,156.488,255.514,160.173,251.986,158.306,254.778,176.579,0.644,0.659,0.794,0.651,0.699,0.726,0,0,0,0
0.466,1953,1953,1953,1953,175.878,201.144,197.461,170.53,168.073,139.835,148.891,86.447,0.444,0.449,0.506,0.446,0.466,0.477,0,0,0,0
0.735,1954,1954,1954,1954,93.217,360.624,96.7,359.126,92.993,354.622,95.678,360.37,0.892,0.795,0.517,0.844,0.735,0.656,2,2,2,2
0.584,1955,1955,1955,1955,280.555,145.943,299.594,134.357,320.558,124.157,300.015,119.845,0.716,0.624,0.413,0.67,0.584,0.519,0,0,0,0
0.616,1956,1956,1956,1956,446.508,489.712,446.508,489.712,446.508,489.712,446.508,489.712,0.759,0.406,0.683,0.582,0.616,0.544,0,0,0,0
0.658,1957,1957,1957,1957,240.026,478.285,242.606,478.309,244.853,478.067,245.963,479.487,0.401,0.752,0.822,0.576,0.658,0.787,0,0,0,0
0.729,1958,1958,1958,1958,260.231,76.69,260.953,77.698,253.131,77.3,272.064,79.299,0.836,0.689,0.661,0.763,0.729,0.675,0,0,0,0
0.704,1959,1959,1959,1959,251.286,128.172,259.52,123.595,272.707,100.411,276.353,83.298,0.645,0.699,0.768,0.672,0.704,0.733,0,0,0,0
0.707,1960,1960,1960,1960,361.701,86.951,361.179,87.582,356.802,87.416,362.852,85.371,0.573,0.809,0.738,0.691,0.707,0.774,1,1,1,1
0.755,1961,1961,1961,1961,363.63,272.597,363.394,276.827,356.955,276.894,360.069,270.819,0.892,0.683,0.689,0.788,0.755,0.686,0,0,0,0
0.79,1962,1962,1962,1962,273.067,256.091,275.798,252.686,274.432,258.331,272.746,267.911,0.78,0.831,0.757,0.806,0.79,0.794,1,1,1,1
0.554,1963,1963,1963,1963,156.644,148.86,136.767,137.324,153.922,136.681,139.919,95.466,0.569,0.489,0.606,0.529,0.554,0.547,0,0,0,0
0.797,1964,1964,1964,1964,424.879,262.148,425.53,259.402,425.81,259.703,428.218,259.225,0.722,0.866,0.805,0.794,0.797,0.835,0,0,0,0
0.54,1965,1965,1965,1965,250.854,72.773,250.854,72.773,252.291,70.477,254.836,62.033,0.603,0.529,0.488,0.566,0.54,0.509,0,0,0,0
0.72,1967,1967,1967,1967,226.549,247.153,212.198,289.156,215.948,280.051,209.847,267.653,0.602,0.746,0.812,0.674,0.72,0.779,0,0,0,0
0.707,1968,1968,1968,1968,423.93,216.429,416.685,212.77,410.099,207.99,408.39,209.091,0.698,0.735,0.687,0.716,0.707,0.711,1,1,1,1
0.731,1969,1969,1969,1969,391.558,90.485,390.658,90.84,391.072,86.164,394.251,85.884,0.716,0.687,0.791,0.701,0.731,0.739,0,0,0,0
0.642,1970,1970,1970,1970,211.24,273.623,207.712,292.524,202.478,294.885,196.713,288.857,0.456,0.732,0.738,0.594,0.642,0.735,0,0,0,0
0.732,1971,1971,1971,1971,333.038,66.741,332.854,73.172,336.754,80.606,336.019,80.365,0.736,0.696,0.764,0.716,0.732,0.73,0,0,0,0
0.576,1973,1973,1973,1973,102.149,338.511,109.264,340.387,117.851,335.823,132.942,341.341,0.629,0.392,0.706,0.511,0.576,0.549,0,0,0,0
0.783,1974,1974,1974,1974,321.323,25.407,322.993,19.417,323.128,20.072,323.092,20.689,0.779,0.781,0.79,0.78,0.783,0.786,0,0,0,0
0.736,1975,1975,1975,1975,155.698,143.372,162.857,136.824,180.063,125.155,162.723,104.472,0.789,0.728,0.69,0.758,0.736,0.709,1,1,1,1
0.718,1976,1976,1976,1976,390.752,440.628,389.7,439.476,389.7,439.476,389.7,439.476,0.749,0.612,0.793,0.68,0.718,0.702,0,0,0,0
0.788,1977,1977,1977,1977,224.79,349.666,228.661,347.947,228.904,344.73,230.035,330.61,0.851,0.757,0.757,0.804,0.788,0.757,0,0,0,0
0.73,1978,1978,1978,1978,292.95,442.567,293.487,441.005,296.051,442.806,298.09,444.522,0.637,0.836,0.715,0.737,0.73,0.776,0,0,0,0
